2026-04-20T17:35:14.789198, server2, 192.168.0.5, /login, 404, 1.024
2026-04-20T17:32:34.729480, server1, 192.168.0.5, /products, 500, 0.286
2026-04-20T17:41:49.197145, server3, 192.168.0.5, /products, 200, 0.424
2026-04-20T17:40:53.810063, server1, 172.16.0.1, /products, 200, 0.52
2026-04-20T17:43:24.283837, server3, 10.0.0.8, /products, 200, 0.403
2026-04-20T17:37:48.217890, server3, 192.168.0.5, /products, 500, 0.065
2026-04-20T17:27:27.883608, server2, 192.168.0.5, /api/data, 200, 1.161
2026-04-20T17:38:45.374314, server3, 172.16.0.1, /, 200, 0.716
2026-04-20T17:28:39.331645, server1, 192.168.0.5, /api/data, 500, 0.484
2026-04-20T17:29:36.467820, server3, 172.16.0.1, /api/data, 200, 0.824
2026-04-20T17:35:15.397921, server2, 10.0.0.8, /login, 404, 0.431
2026-04-20T17:28:53.624380, server3, 10.0.0.8, /, 200, 0.459
2026-04-20T17:25:57.518050, server1, 192.168.0.2, /login, 200, 0.132
2026-04-20T17:40:01.075601, server2, 172.16.0.1, /products, 200, 0.572
2026-04-20T17:28:06.289986, server2, 172.16.0.1, /products, 200, 0.888
2026-04-20T17:43:18.739781, server2, 10.0.0.8, /products, 200, 0.834
2026-04-20T17:38:59.558697, server3, 192.168.0.2, /, 200, 0.173
2026-04-20T17:36:10.705438, server2, 192.168.0.2, /api/data, 200, 0.853
2026-04-20T17:40:54.510273, server3, 10.0.0.8, /products, 200, 0.467
2026-04-20T17:31:59.187374, server3, 10.0.0.8, /login, 200, 0.445
2026-04-20T17:26:29.615694, server3, 172.16.0.1, /api/data, 200, 0.747
2026-04-20T17:31:16.321601, server3, 192.168.0.5, /products, 500, 0.712
2026-04-20T17:44:19.630642, server3, 192.168.0.5, /, 404, 0.788
2026-04-20T17:34:45.057727, server1, 192.168.0.5, /login, 200, 0.368
2026-04-20T17:30:40.707880, server1, 10.0.0.8, /api/data, 200, 0.483
2026-04-20T17:25:15.152161, server2, 10.0.0.8, /api/data, 500, 0.471
2026-04-20T17:41:17.026998, server1, 172.16.0.1, /products, 404, 0.34
2026-04-20T17:37:42.106382, server1, 172.16.0.1, /products, 404, 0.397
2026-04-20T17:36:15.855203, server3, 10.0.0.8, /login, 404, 0.662
2026-04-20T17:40:13.470572, server2, 192.168.0.2, /login, 200, 0.71
2026-04-20T17:29:35.702760, server1, 172.16.0.1, /login, 200, 1.104
2026-04-20T17:35:43.072859, server1, 192.168.0.2, /products, 404, 0.079
2026-04-20T17:30:51.286170, server1, 192.168.0.2, /api/data, 500, 0.853
2026-04-20T17:37:43.980466, server2, 192.168.0.5, /api/data, 500, 0.342
2026-04-20T17:29:11.156479, server2, 10.0.0.8, /login, 404, 0.7
2026-04-20T17:30:45.745641, server1, 192.168.0.5, /, 500, 0.682
2026-04-20T17:37:31.392674, server1, 192.168.0.2, /, 200, 0.22
2026-04-20T17:38:35.189651, server2, 192.168.0.2, /login, 200, 0.389
2026-04-20T17:41:06.351361, server3, 10.0.0.8, /, 200, 0.605
2026-04-20T17:27:58.543680, server3, 192.168.0.5, /login, 200, 0.6
2026-04-20T17:29:46.327592, server3, 192.168.0.5, /, 200, 0.848
2026-04-20T17:37:58.647975, server2, 192.168.0.2, /api/data, 200, 0.458
2026-04-20T17:39:43.878541, server3, 172.16.0.1, /products, 200, 0.305
2026-04-20T17:38:18.507175, server1, 192.168.0.5, /login, 404, 0.141
2026-04-20T17:43:21.380200, server3, 192.168.0.2, /products, 200, 1.011
2026-04-20T17:34:43.753168, server3, 10.0.0.8, /api/data, 200, 0.54
2026-04-20T17:38:18.628042, server2, 192.168.0.2, /products, 200, 0.563
2026-04-20T17:26:54.575172, server3, 192.168.0.5, /products, 500, 0.917
2026-04-20T17:42:09.544722, server1, 10.0.0.8, /api/data, 404, 1.04
2026-04-20T17:31:02.202786, server1, 192.168.0.2, /api/data, 200, 0.134
2026-04-20T17:36:24.364387, server2, 192.168.0.2, /products, 404, 0.595
2026-04-20T17:35:44.496482, server2, 10.0.0.8, /products, 200, 0.269
2026-04-20T17:36:20.387739, server2, 192.168.0.5, /, 200, 0.287
2026-04-20T17:28:42.553633, server3, 192.168.0.5, /api/data, 200, 1.156
2026-04-20T17:43:29.472011, server3, 192.168.0.5, /, 200, 0.328
2026-04-20T17:41:32.027513, server3, 172.16.0.1, /login, 200, 0.963
2026-04-20T17:39:30.956108, server2, 192.168.0.5, /, 404, 1.023
2026-04-20T17:34:40.139235, server1, 10.0.0.8, /api/data, 200, 0.698
2026-04-20T17:43:43.719628, server1, 192.168.0.5, /, 200, 1.039
2026-04-20T17:27:06.970439, server1, 192.168.0.2, /products, 200, 0.077
2026-04-20T17:29:59.949616, server2, 172.16.0.1, /, 200, 0.22
2026-04-20T17:39:33.389693, server1, 10.0.0.8, /products, 200, 0.833
2026-04-20T17:34:14.642568, server2, 172.16.0.1, /, 404, 0.29
2026-04-20T17:27:51.617164, server3, 172.16.0.1, /login, 500, 0.371
2026-04-20T17:29:25.005200, server3, 10.0.0.8, /products, 500, 0.18
2026-04-20T17:40:02.083587, server1, 192.168.0.5, /api/data, 404, 0.096
2026-04-20T17:36:05.243777, server2, 192.168.0.5, /api/data, 500, 0.156
2026-04-20T17:25:33.163664, server3, 192.168.0.5, /products, 200, 0.443
2026-04-20T17:30:58.165908, server1, 192.168.0.5, /login, 200, 0.093
2026-04-20T17:43:00.327389, server3, 192.168.0.2, /, 404, 0.314
2026-04-20T17:41:21.163794, server2, 192.168.0.5, /api/data, 500, 0.831
2026-04-20T17:31:40.005524, server3, 192.168.0.5, /products, 200, 0.437
2026-04-20T17:41:34.707264, server3, 172.16.0.1, /login, 404, 0.78
2026-04-20T17:30:23.866819, server3, 10.0.0.8, /api/data, 200, 0.78
2026-04-20T17:38:25.137973, server1, 10.0.0.8, /api/data, 404, 0.6
2026-04-20T17:41:23.364944, server3, 192.168.0.2, /, 200, 0.197
2026-04-20T17:31:45.889566, server2, 192.168.0.2, /login, 404, 1.038
2026-04-20T17:25:44.753430, server3, 10.0.0.8, /, 200, 0.949
2026-04-20T17:38:04.005442, server1, 192.168.0.2, /login, 200, 0.735
2026-04-20T17:24:56.547055, server1, 172.16.0.1, /products, 500, 0.138
2026-04-20T17:26:20.486318, server2, 10.0.0.8, /, 200, 0.384
2026-04-20T17:40:31.750880, server2, 192.168.0.2, /products, 200, 0.126
2026-04-20T17:34:10.544606, server1, 192.168.0.5, /, 500, 0.619
2026-04-20T17:34:54.624281, server2, 10.0.0.8, /login, 200, 0.929
2026-04-20T17:37:01.898276, server2, 172.16.0.1, /login, 200, 1.009
2026-04-20T17:31:58.385253, server2, 172.16.0.1, /products, 500, 0.975
2026-04-20T17:37:10.735831, server1, 172.16.0.1, /api/data, 200, 0.576
2026-04-20T17:30:43.646691, server1, 172.16.0.1, /products, 404, 0.775
2026-04-20T17:40:01.138512, server1, 192.168.0.2, /login, 500, 0.556
2026-04-20T17:25:11.175928, server3, 10.0.0.8, /products, 500, 0.929
2026-04-20T17:32:01.778051, server3, 192.168.0.2, /api/data, 404, 0.415
2026-04-20T17:30:20.708069, server2, 192.168.0.2, /api/data, 500, 0.252
2026-04-20T17:30:38.025119, server2, 10.0.0.8, /login, 500, 1.138
2026-04-20T17:33:13.694996, server2, 172.16.0.1, /products, 200, 0.591
2026-04-20T17:36:25.592976, server3, 192.168.0.5, /login, 200, 0.748
2026-04-20T17:28:39.576311, server3, 192.168.0.5, /, 200, 0.985
2026-04-20T17:37:18.659477, server3, 10.0.0.8, /, 500, 0.964
2026-04-20T17:39:43.286303, server1, 192.168.0.5, /api/data, 200, 0.91
2026-04-20T17:41:09.804978, server1, 192.168.0.2, /login, 404, 1.037
2026-04-20T17:27:30.937809, server2, 192.168.0.2, /login, 200, 1.065
2026-04-20T17:42:55.587377, server2, 192.168.0.5, /, 200, 0.883
2026-04-20T17:37:23.113022, server3, 192.168.0.2, /, 200, 0.88
2026-04-20T17:33:58.335341, server2, 10.0.0.8, /api/data, 404, 0.155
2026-04-20T17:32:19.980183, server3, 192.168.0.2, /api/data, 200, 0.994
2026-04-20T17:41:05.517545, server3, 172.16.0.1, /login, 404, 0.936
2026-04-20T17:38:24.528035, server3, 172.16.0.1, /products, 200, 0.78
2026-04-20T17:27:17.138954, server3, 192.168.0.2, /products, 200, 0.068
2026-04-20T17:31:30.964623, server2, 10.0.0.8, /products, 200, 0.229
2026-04-20T17:32:15.677980, server3, 192.168.0.2, /login, 200, 0.473
2026-04-20T17:32:51.616952, server1, 10.0.0.8, /products, 200, 1.165
2026-04-20T17:39:50.465894, server2, 10.0.0.8, /api/data, 500, 0.301
2026-04-20T17:36:01.502699, server3, 172.16.0.1, /api/data, 404, 1.179
2026-04-20T17:27:37.328712, server3, 10.0.0.8, /, 200, 0.426
2026-04-20T17:27:01.647695, server3, 192.168.0.2, /, 200, 0.58
2026-04-20T17:40:42.962844, server3, 192.168.0.2, /products, 500, 0.908
2026-04-20T17:32:15.063874, server2, 10.0.0.8, /, 200, 0.499
2026-04-20T17:43:52.748016, server2, 192.168.0.5, /, 200, 0.892
2026-04-20T17:37:00.702262, server1, 172.16.0.1, /products, 200, 1.015
2026-04-20T17:29:57.397662, server2, 10.0.0.8, /login, 404, 0.921
2026-04-20T17:34:50.869688, server3, 192.168.0.5, /, 200, 0.759
2026-04-20T17:43:56.794417, server1, 192.168.0.2, /login, 200, 0.058
2026-04-20T17:38:03.620957, server1, 192.168.0.2, /login, 200, 0.887
2026-04-20T17:36:46.422974, server1, 172.16.0.1, /products, 200, 1.101
2026-04-20T17:35:58.521949, server1, 172.16.0.1, /products, 200, 0.085
2026-04-20T17:33:19.507147, server3, 192.168.0.5, /login, 200, 0.447
2026-04-20T17:25:47.629661, server2, 172.16.0.1, /login, 404, 0.116
2026-04-20T17:26:37.681886, server3, 192.168.0.5, /login, 200, 0.095
2026-04-20T17:27:19.862301, server3, 192.168.0.2, /api/data, 200, 0.224
2026-04-20T17:30:17.652160, server3, 192.168.0.5, /, 200, 1.173
2026-04-20T17:39:07.582632, server2, 10.0.0.8, /api/data, 200, 0.362
2026-04-20T17:43:39.008054, server1, 10.0.0.8, /api/data, 200, 0.227
2026-04-20T17:33:10.840969, server1, 192.168.0.5, /products, 200, 0.899
2026-04-20T17:28:25.714338, server2, 10.0.0.8, /products, 500, 0.655
2026-04-20T17:36:20.547620, server2, 10.0.0.8, /, 200, 1.06
2026-04-20T17:44:22.559609, server3, 172.16.0.1, /products, 200, 0.52
2026-04-20T17:33:37.111757, server2, 192.168.0.2, /login, 200, 0.833
2026-04-20T17:34:06.319136, server2, 192.168.0.2, /api/data, 200, 0.134
2026-04-20T17:33:42.501277, server2, 192.168.0.5, /products, 404, 0.214
2026-04-20T17:28:28.727334, server3, 192.168.0.2, /products, 200, 0.527
2026-04-20T17:42:42.396964, server2, 10.0.0.8, /api/data, 200, 1.184
2026-04-20T17:42:08.691524, server1, 192.168.0.2, /, 500, 1.177
2026-04-20T17:39:37.745746, server2, 192.168.0.5, /api/data, 200, 0.703
2026-04-20T17:40:25.171710, server3, 192.168.0.2, /login, 200, 0.217
2026-04-20T17:36:05.886289, server3, 192.168.0.2, /, 500, 0.883
2026-04-20T17:32:59.246203, server1, 192.168.0.5, /products, 200, 0.086
2026-04-20T17:44:05.673832, server1, 192.168.0.5, /products, 500, 0.646
2026-04-20T17:35:37.482890, server1, 172.16.0.1, /, 404, 0.116
2026-04-20T17:35:36.404094, server3, 192.168.0.2, /login, 500, 0.777
2026-04-20T17:41:32.109026, server3, 172.16.0.1, /, 500, 0.3
2026-04-20T17:25:18.643175, server1, 192.168.0.2, /, 200, 0.672
2026-04-20T17:36:57.218694, server3, 10.0.0.8, /, 500, 0.644
2026-04-20T17:37:00.553632, server3, 10.0.0.8, /login, 200, 0.749
2026-04-20T17:41:45.945070, server3, 192.168.0.5, /, 200, 1.06
2026-04-20T17:33:05.551552, server2, 172.16.0.1, /api/data, 500, 0.978
2026-04-20T17:37:11.472517, server1, 172.16.0.1, /products, 200, 0.316
2026-04-20T17:29:44.543755, server2, 10.0.0.8, /, 404, 0.635
2026-04-20T17:37:52.859618, server3, 192.168.0.5, /api/data, 500, 0.079
2026-04-20T17:39:33.121188, server2, 172.16.0.1, /login, 200, 0.967
2026-04-20T17:30:48.405458, server3, 172.16.0.1, /api/data, 500, 0.367
2026-04-20T17:30:43.215922, server1, 172.16.0.1, /api/data, 500, 0.312
2026-04-20T17:39:54.684919, server3, 172.16.0.1, /login, 200, 0.903
2026-04-20T17:39:17.070837, server1, 172.16.0.1, /products, 500, 0.912
2026-04-20T17:41:38.501105, server2, 10.0.0.8, /, 500, 0.881
2026-04-20T17:41:20.897719, server3, 192.168.0.5, /login, 200, 0.68
2026-04-20T17:36:40.084144, server1, 192.168.0.2, /products, 500, 1.166
2026-04-20T17:39:37.206126, server1, 172.16.0.1, /products, 200, 0.21
2026-04-20T17:28:44.886880, server1, 192.168.0.2, /, 200, 0.208
2026-04-20T17:28:23.622417, server3, 192.168.0.5, /products, 200, 1.165
2026-04-20T17:41:44.157904, server2, 172.16.0.1, /products, 200, 0.071
2026-04-20T17:31:04.754088, server1, 10.0.0.8, /api/data, 500, 0.118
2026-04-20T17:43:55.546760, server3, 192.168.0.5, /, 200, 0.236
2026-04-20T17:28:01.966772, server3, 172.16.0.1, /login, 404, 0.522
2026-04-20T17:29:05.551222, server3, 172.16.0.1, /, 404, 0.46
2026-04-20T17:37:35.117035, server1, 10.0.0.8, /products, 200, 0.293
2026-04-20T17:36:24.562774, server2, 10.0.0.8, /api/data, 200, 0.419
2026-04-20T17:43:11.454951, server2, 192.168.0.5, /api/data, 404, 0.862
2026-04-20T17:42:45.103126, server1, 192.168.0.2, /login, 200, 0.424
2026-04-20T17:26:24.118869, server3, 10.0.0.8, /, 200, 0.557
2026-04-20T17:28:24.769308, server3, 172.16.0.1, /login, 500, 0.555
2026-04-20T17:26:49.952971, server1, 192.168.0.2, /login, 200, 0.554
2026-04-20T17:26:24.881960, server2, 10.0.0.8, /login, 200, 0.815
2026-04-20T17:37:40.714475, server2, 192.168.0.2, /login, 200, 0.436
2026-04-20T17:37:08.901351, server1, 192.168.0.2, /api/data, 500, 0.881
2026-04-20T17:43:33.488152, server2, 172.16.0.1, /products, 500, 0.721
2026-04-20T17:32:20.184190, server3, 10.0.0.8, /api/data, 404, 1.156
2026-04-20T17:42:48.075721, server2, 192.168.0.2, /login, 200, 0.12
2026-04-20T17:35:15.413052, server3, 192.168.0.5, /products, 200, 0.991
2026-04-20T17:32:24.078110, server2, 192.168.0.5, /login, 200, 1.142
2026-04-20T17:27:36.864909, server3, 172.16.0.1, /products, 200, 0.675
2026-04-20T17:28:11.619056, server1, 192.168.0.2, /products, 500, 1.15
2026-04-20T17:43:46.742880, server2, 10.0.0.8, /products, 200, 0.197
2026-04-20T17:44:19.662353, server1, 192.168.0.5, /login, 404, 0.485
2026-04-20T17:35:43.363915, server1, 10.0.0.8, /products, 200, 1.08
2026-04-20T17:44:31.210246, server2, 192.168.0.5, /api/data, 200, 0.326
2026-04-20T17:38:05.766921, server2, 172.16.0.1, /products, 500, 0.949
2026-04-20T17:44:35.956313, server3, 10.0.0.8, /api/data, 500, 1.065
2026-04-20T17:31:47.660994, server2, 172.16.0.1, /api/data, 200, 0.83
2026-04-20T17:39:03.810899, server1, 192.168.0.5, /api/data, 404, 1.146
2026-04-20T17:35:44.443120, server2, 10.0.0.8, /products, 404, 0.978
2026-04-20T17:35:00.340642, server1, 192.168.0.2, /, 404, 0.97
2026-04-20T17:42:16.216120, server3, 192.168.0.2, /products, 404, 0.419
2026-04-20T17:32:02.610459, server3, 10.0.0.8, /products, 200, 0.85
2026-04-20T17:27:21.804902, server1, 10.0.0.8, /api/data, 404, 0.961
2026-04-20T17:33:31.572403, server1, 172.16.0.1, /products, 404, 0.268
2026-04-20T17:43:52.755160, server1, 172.16.0.1, /products, 500, 0.469
2026-04-20T17:29:22.037410, server3, 192.168.0.2, /api/data, 404, 0.469
2026-04-20T17:40:28.623998, server2, 172.16.0.1, /api/data, 200, 0.701
2026-04-20T17:26:11.991418, server1, 10.0.0.8, /, 500, 0.803
2026-04-20T17:30:28.454968, server1, 172.16.0.1, /, 500, 1.015
2026-04-20T17:39:13.389470, server1, 192.168.0.2, /, 200, 0.869
2026-04-20T17:30:00.940013, server3, 192.168.0.2, /, 500, 0.114
2026-04-20T17:28:07.673364, server1, 172.16.0.1, /api/data, 200, 0.485
2026-04-20T17:30:54.799326, server2, 10.0.0.8, /api/data, 200, 0.493
2026-04-20T17:24:46.781430, server2, 172.16.0.1, /products, 404, 0.818
2026-04-20T17:26:26.674972, server2, 192.168.0.2, /login, 500, 1.026
2026-04-20T17:38:51.347913, server3, 172.16.0.1, /api/data, 404, 0.848
2026-04-20T17:35:55.334438, server1, 192.168.0.2, /, 200, 1.124
2026-04-20T17:42:36.060265, server3, 192.168.0.5, /login, 500, 0.084
2026-04-20T17:34:29.296332, server2, 192.168.0.5, /products, 200, 0.91
2026-04-20T17:31:04.423625, server3, 192.168.0.5, /products, 200, 0.151
2026-04-20T17:38:11.384261, server3, 192.168.0.5, /, 500, 0.445
2026-04-20T17:39:43.260059, server2, 10.0.0.8, /login, 404, 0.673
2026-04-20T17:43:23.471040, server2, 192.168.0.2, /login, 200, 1.194
2026-04-20T17:41:10.677660, server1, 172.16.0.1, /products, 200, 0.184
2026-04-20T17:39:02.094246, server2, 172.16.0.1, /, 500, 1.123
2026-04-20T17:25:29.567056, server2, 172.16.0.1, /api/data, 500, 0.63
2026-04-20T17:29:58.294360, server1, 192.168.0.5, /products, 200, 0.525
2026-04-20T17:37:41.618238, server3, 192.168.0.5, /products, 200, 0.87
2026-04-20T17:38:24.464287, server3, 192.168.0.2, /api/data, 500, 1.051
2026-04-20T17:43:26.242563, server1, 172.16.0.1, /products, 200, 1.135
2026-04-20T17:43:38.532505, server2, 10.0.0.8, /login, 200, 0.93
2026-04-20T17:34:38.791695, server3, 10.0.0.8, /products, 200, 0.853
2026-04-20T17:43:30.654579, server3, 172.16.0.1, /, 500, 0.264
2026-04-20T17:36:02.136741, server2, 172.16.0.1, /, 500, 0.418
2026-04-20T17:25:15.703703, server3, 172.16.0.1, /products, 404, 0.879
2026-04-20T17:29:09.412111, server3, 10.0.0.8, /, 404, 1.157
2026-04-20T17:27:34.473793, server3, 172.16.0.1, /api/data, 404, 1.058
2026-04-20T17:42:16.189956, server3, 192.168.0.2, /, 404, 0.925
2026-04-20T17:36:00.093096, server1, 192.168.0.2, /products, 200, 0.828
2026-04-20T17:28:52.697491, server2, 192.168.0.5, /login, 200, 0.928
2026-04-20T17:33:59.826411, server2, 10.0.0.8, /api/data, 200, 0.994
2026-04-20T17:29:00.192576, server2, 192.168.0.5, /, 200, 0.884
2026-04-20T17:26:11.935991, server2, 192.168.0.5, /api/data, 200, 1.17
2026-04-20T17:40:24.351505, server1, 10.0.0.8, /products, 200, 0.27
2026-04-20T17:34:43.174660, server2, 172.16.0.1, /, 500, 0.828
2026-04-20T17:31:51.422541, server3, 172.16.0.1, /api/data, 200, 0.192
2026-04-20T17:32:24.576485, server3, 192.168.0.2, /products, 404, 0.537
2026-04-20T17:40:00.905830, server1, 192.168.0.2, /products, 200, 0.548
2026-04-20T17:42:43.673781, server2, 192.168.0.2, /, 200, 0.818
2026-04-20T17:38:37.141329, server3, 192.168.0.2, /products, 200, 0.834
2026-04-20T17:29:15.037970, server2, 10.0.0.8, /login, 200, 1.02
2026-04-20T17:40:43.723496, server1, 10.0.0.8, /api/data, 500, 0.352
2026-04-20T17:31:15.793674, server1, 10.0.0.8, /products, 500, 0.921
2026-04-20T17:38:01.282388, server3, 192.168.0.2, /login, 404, 0.871
2026-04-20T17:40:06.952491, server2, 192.168.0.2, /login, 200, 0.842
2026-04-20T17:39:24.372680, server1, 10.0.0.8, /login, 200, 0.397
2026-04-20T17:37:07.998402, server1, 172.16.0.1, /api/data, 200, 0.768
2026-04-20T17:42:04.944237, server3, 192.168.0.5, /products, 200, 0.721
2026-04-20T17:34:36.618719, server2, 192.168.0.5, /, 200, 1.004
2026-04-20T17:34:51.353713, server3, 192.168.0.2, /login, 200, 0.501
2026-04-20T17:31:17.627250, server1, 192.168.0.2, /, 500, 0.903
2026-04-20T17:31:24.923705, server1, 192.168.0.2, /products, 200, 0.533
2026-04-20T17:28:01.289463, server3, 10.0.0.8, /login, 200, 1.086
2026-04-20T17:28:39.126396, server3, 192.168.0.5, /login, 500, 0.116
2026-04-20T17:35:54.606550, server2, 172.16.0.1, /products, 500, 0.451
2026-04-20T17:39:21.387461, server2, 172.16.0.1, /products, 500, 0.777
2026-04-20T17:31:47.914701, server1, 192.168.0.5, /api/data, 200, 0.68
2026-04-20T17:26:10.120228, server2, 10.0.0.8, /, 500, 1.047
2026-04-20T17:34:35.244996, server1, 172.16.0.1, /products, 500, 0.347
2026-04-20T17:38:47.883492, server3, 192.168.0.5, /login, 200, 0.197
2026-04-20T17:32:01.433969, server3, 172.16.0.1, /login, 200, 0.36
2026-04-20T17:39:30.369684, server3, 192.168.0.2, /products, 500, 0.594
2026-04-20T17:25:40.698622, server3, 192.168.0.5, /products, 200, 0.775
2026-04-20T17:42:46.989524, server2, 172.16.0.1, /products, 200, 0.159
2026-04-20T17:43:35.515181, server3, 192.168.0.5, /api/data, 200, 1.028
2026-04-20T17:32:23.084171, server1, 172.16.0.1, /, 200, 0.439
2026-04-20T17:33:16.641913, server3, 192.168.0.5, /api/data, 200, 0.513
2026-04-20T17:40:08.682528, server3, 192.168.0.5, /api/data, 404, 1.082
2026-04-20T17:35:31.688323, server2, 192.168.0.5, /api/data, 404, 0.506
2026-04-20T17:27:58.390163, server2, 192.168.0.5, /api/data, 200, 0.06
2026-04-20T17:36:38.949342, server2, 172.16.0.1, /login, 200, 0.818
2026-04-20T17:33:13.364143, server3, 172.16.0.1, /, 200, 1.129
2026-04-20T17:33:07.468554, server2, 192.168.0.5, /login, 200, 0.164
2026-04-20T17:35:07.549754, server1, 192.168.0.2, /, 500, 0.517
2026-04-20T17:41:24.233760, server1, 172.16.0.1, /api/data, 404, 0.177
2026-04-20T17:41:49.119515, server3, 192.168.0.2, /api/data, 200, 0.663
2026-04-20T17:28:10.071007, server1, 192.168.0.2, /login, 404, 0.223
2026-04-20T17:30:33.888935, server1, 192.168.0.5, /, 200, 0.113
2026-04-20T17:44:06.241582, server2, 172.16.0.1, /api/data, 200, 0.874
2026-04-20T17:27:50.344562, server3, 172.16.0.1, /api/data, 500, 0.344
2026-04-20T17:37:08.334058, server2, 192.168.0.5, /api/data, 500, 0.669
2026-04-20T17:44:06.011589, server2, 192.168.0.5, /api/data, 200, 0.293
2026-04-20T17:41:50.363604, server2, 192.168.0.5, /api/data, 200, 1.027
2026-04-20T17:25:06.067989, server2, 172.16.0.1, /api/data, 404, 0.613
2026-04-20T17:34:17.645508, server1, 10.0.0.8, /, 404, 0.889
2026-04-20T17:31:02.234330, server2, 172.16.0.1, /api/data, 200, 1.159
2026-04-20T17:31:22.410682, server1, 192.168.0.5, /login, 200, 0.838
2026-04-20T17:38:56.255138, server2, 192.168.0.2, /login, 500, 0.338
2026-04-20T17:41:33.026433, server3, 10.0.0.8, /products, 200, 0.36
2026-04-20T17:43:21.629642, server3, 192.168.0.5, /, 200, 0.486
2026-04-20T17:32:42.096625, server2, 192.168.0.2, /, 500, 0.305
2026-04-20T17:37:54.150227, server3, 10.0.0.8, /api/data, 200, 0.242
2026-04-20T17:33:57.179413, server1, 172.16.0.1, /, 500, 0.188
2026-04-20T17:28:56.041386, server3, 192.168.0.2, /, 200, 0.24
2026-04-20T17:36:00.637518, server1, 172.16.0.1, /products, 200, 0.113
2026-04-20T17:31:59.360338, server2, 172.16.0.1, /api/data, 200, 0.07
2026-04-20T17:35:45.083875, server3, 192.168.0.5, /login, 200, 0.233
2026-04-20T17:41:29.254682, server3, 192.168.0.5, /products, 200, 0.768
2026-04-20T17:33:33.429225, server1, 192.168.0.2, /login, 200, 1.172
2026-04-20T17:37:56.360123, server1, 192.168.0.2, /api/data, 500, 0.293
2026-04-20T17:39:19.682836, server1, 10.0.0.8, /api/data, 500, 0.713
2026-04-20T17:39:33.555448, server2, 10.0.0.8, /login, 404, 0.967
2026-04-20T17:40:32.191050, server3, 192.168.0.5, /products, 500, 0.817
2026-04-20T17:39:18.234006, server3, 192.168.0.5, /api/data, 200, 0.202
2026-04-20T17:34:21.972240, server3, 192.168.0.2, /api/data, 200, 0.101
2026-04-20T17:39:49.235489, server1, 192.168.0.5, /login, 200, 0.764
2026-04-20T17:35:21.403569, server1, 172.16.0.1, /api/data, 200, 0.992
2026-04-20T17:41:19.341674, server1, 172.16.0.1, /, 404, 0.901
2026-04-20T17:28:12.699625, server3, 192.168.0.2, /products, 500, 0.905
2026-04-20T17:42:05.724167, server3, 192.168.0.5, /api/data, 404, 0.866
2026-04-20T17:29:52.633380, server1, 192.168.0.5, /, 200, 0.526
2026-04-20T17:31:09.240973, server1, 192.168.0.2, /, 200, 1.128
2026-04-20T17:26:40.172904, server3, 192.168.0.5, /products, 200, 0.181
2026-04-20T17:37:56.111522, server3, 172.16.0.1, /login, 404, 0.182
2026-04-20T17:37:50.775342, server3, 10.0.0.8, /, 500, 0.948
2026-04-20T17:40:24.567466, server2, 10.0.0.8, /login, 200, 0.971
2026-04-20T17:35:35.805358, server1, 192.168.0.2, /login, 200, 0.562
2026-04-20T17:32:38.193640, server1, 172.16.0.1, /api/data, 200, 0.411
2026-04-20T17:28:19.258960, server1, 172.16.0.1, /, 200, 0.748
2026-04-20T17:26:48.614666, server3, 10.0.0.8, /products, 500, 0.386
2026-04-20T17:40:28.418794, server1, 10.0.0.8, /, 200, 0.76
2026-04-20T17:34:06.452141, server2, 172.16.0.1, /, 404, 0.653
2026-04-20T17:34:19.984507, server2, 192.168.0.2, /login, 200, 0.216
2026-04-20T17:39:41.177415, server3, 172.16.0.1, /api/data, 200, 0.741
2026-04-20T17:28:13.763672, server1, 192.168.0.5, /login, 404, 0.294
2026-04-20T17:27:14.076998, server1, 192.168.0.5, /products, 200, 0.486
2026-04-20T17:32:44.081485, server3, 172.16.0.1, /login, 200, 0.349
2026-04-20T17:31:23.842375, server1, 192.168.0.2, /products, 200, 1.18
2026-04-20T17:35:34.850613, server3, 192.168.0.5, /api/data, 500, 0.444
2026-04-20T17:38:54.333225, server1, 192.168.0.2, /api/data, 200, 0.225
2026-04-20T17:41:02.134184, server1, 10.0.0.8, /api/data, 200, 0.205
2026-04-20T17:24:46.110078, server3, 192.168.0.5, /, 200, 0.83
2026-04-20T17:42:37.779458, server1, 192.168.0.2, /api/data, 200, 0.207
2026-04-20T17:38:18.662057, server1, 10.0.0.8, /, 500, 0.439
2026-04-20T17:24:50.880576, server3, 192.168.0.5, /api/data, 404, 1.144
2026-04-20T17:42:08.067374, server1, 192.168.0.5, /login, 200, 0.253
2026-04-20T17:40:39.771615, server1, 172.16.0.1, /products, 200, 0.286
2026-04-20T17:34:45.602691, server2, 192.168.0.5, /products, 200, 0.443
2026-04-20T17:36:23.347871, server1, 172.16.0.1, /, 404, 0.836
2026-04-20T17:35:03.769577, server2, 10.0.0.8, /login, 404, 1.182
2026-04-20T17:30:50.138834, server2, 10.0.0.8, /login, 404, 0.843
2026-04-20T17:44:40.696472, server2, 192.168.0.2, /api/data, 200, 0.848
2026-04-20T17:27:26.224364, server2, 192.168.0.5, /, 200, 0.154
2026-04-20T17:37:11.252489, server1, 10.0.0.8, /login, 200, 0.416
2026-04-20T17:40:09.315684, server2, 192.168.0.2, /products, 404, 0.908
2026-04-20T17:33:54.631854, server1, 192.168.0.2, /products, 200, 0.876
